,text,event_type,clean_text
7432,Foul by Lukas Podolski (1. FC Koln).,3,foul lukas podolski fc koln
7433,"Offside, Hamburg. David Jarolim tries a through ball, but Per Skjelbred is caught offside.",9,offside hamburg david jarolim try ball per skjelbred caught offside
7434,"Corner,  1. FC Koln. Conceded by Dennis Diekmeier.",2,corner fc koln concede dennis diekmeier
7435,"Goal!  Hamburg 3, 1. FC Koln 3. Christian Clemens (1. FC Koln) left footed shot from the centre of the box to the centre of the goal. Assisted by Mato Jajalo with a cross following a corner.",1,goal hamburg fc koln christian clemens fc koln leave foot shot centre box centre goal assist mato jajalo cross follow corner
7436,"Substitution, 1. FC Koln. Kevin McKenna replaces Mato Jajalo.",7,substitution fc koln kevin mckenna replace mato jajalo
7437,Foul by Eljero Elia (Hamburg).,3,foul eljero elia hamburg
7438,Foul by Dennis Diekmeier (Hamburg).,3,foul dennis diekmeier hamburg
7439,Pedro Geromel (1. FC Koln) wins a free kick in the defensive half.,8,pedro geromel fc koln win free kick defensive half
7440,Milivoje Novakovic (1. FC Koln) wins a free kick on the left wing.,8,milivoje novakovic fc koln win free kick leave wing
7441,"Goal!  Hamburg 3, 1. FC Koln 4. Kevin McKenna (1. FC Koln) right footed shot from the centre of the box to the centre of the goal following a set piece situation.",1,goal hamburg fc koln kevin mckenna fc koln right foot shot centre box centre goal follow set piece situation
7442,Sascha Riether (1. FC Koln) is shown the yellow card.,4,sascha riether fc koln show yellow card
7443,"Offside, Hamburg. Dennis Diekmeier tries a through ball, but Jose Paolo Guerrero is caught offside.",9,offside hamburg dennis diekmeier try ball jose paolo guerrero catch offside
7444,Eljero Elia (Hamburg) wins a free kick in the attacking half.,8,eljero elia hamburg win free kick attack half
7445,Attempt missed. Lukas Podolski (1. FC Koln) left footed shot from a difficult angle on the left is just a bit too high. Assisted by Kevin McKenna.,1,attempt miss lukas podolski fc koln leave foot shot difficult angle leave bit high assist kevin mckenna
7446,Foul by Lukas Podolski (1. FC Koln).,3,foul lukas podolski fc koln
7447,"Offside, Evian Thonon Gaillard. Olivier Sorlin tries a through ball, but Yannick Sagbo is caught offside.",9,offside evian thonon gaillard olivier sorlin try ball yannick sagbo catch offside
7448,Foul by Abdoulaye Bamba (Dijon).,3,foul abdoulaye bamba dijon
7449,Saber Khelifa (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,saber khelifa evian thonon gaillard win free kick defensive half
7450,Younousse Sankhare (Dijon) wins a free kick in the defensive half.,8,younousse sankhare dijon win free kick defensive half
7451,Foul by Brice Dja DjedjA© (Evian Thonon Gaillard).,3,foul brice dja djedja evian thonon gaillard
7452,Attempt saved. Yannick Sagbo (Evian Thonon Gaillard) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Saber Khelifa.,1,attempt save yannick sagbo evian thonon gaillard right foot shot centre box save bottom right corner assist saber khelifa
7453,"Offside, Dijon. Thomas Guerbert tries a through ball, but Gregory Thil is caught offside.",9,offside dijon thomas guerbert try ball gregory thil catch offside
7454,Gregory Thil (Dijon) wins a free kick in the defensive half.,8,gregory thil dijon win free kick defensive half
7455,Foul by CA©dric Cambon (Evian Thonon Gaillard).,3,foul cadric cambon evian thonon gaillard
7456,Foul by Chaher Zarour (Dijon).,3,foul chaher zarour dijon
7457,Olivier Sorlin (Evian Thonon Gaillard) wins a free kick on the left wing.,8,olivier sorlin evian thonon gaillard win free kick leave wing
7458,"Corner,  Evian Thonon Gaillard. Conceded by Chaher Zarour.",2,corner evian thonon gaillard concede chaher zarour
7459,Younousse Sankhare (Dijon) wins a free kick in the attacking half.,8,younousse sankhare dijon win free kick attack half
7460,Foul by Eric TiA© Bi (Evian Thonon Gaillard).,3,foul eric tia bi evian thonon gaillard
7461,"Attempt missed. Yannick Sagbo (Evian Thonon Gaillard) right footed shot from outside the box is close, but misses to the right. Assisted by Sidney Govou.",1,attempt miss yannick sagbo evian thonon gaillard right foot shot outside box close miss right assist sidney govou
7462,Gregory Thil (Dijon) wins a free kick in the attacking half.,8,gregory thil dijon win free kick attack half
7463,Foul by CA©dric Cambon (Evian Thonon Gaillard).,3,foul cadric cambon evian thonon gaillard
7464,Attempt saved. Eric Bautheac (Dijon) left footed shot from the left side of the six yard box is saved in the centre of the goal. Assisted by Younousse Sankhare with a cross.,1,attempt save eric bautheac dijon leave foot shot leave side six yard box save centre goal assist younousse sankhare cross
7465,Attempt blocked. Younousse Sankhare (Dijon) left footed shot from the right side of the six yard box is blocked.,1,attempt block younousse sankhare dijon leave foot shot right side six yard box block
7466,"Corner,  Dijon. Conceded by Aldo Angoula.",2,corner dijon concede aldo angoula
7467,Foul by Eric Bautheac (Dijon).,3,foul eric bautheac dijon
7468,Brice Dja DjedjA© (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,brice dja djedja evian thonon gaillard win free kick defensive half
7469,Foul by Eric Bautheac (Dijon).,3,foul eric bautheac dijon
7470,Sidney Govou (Evian Thonon Gaillard) wins a free kick on the right wing.,8,sidney govou evian thonon gaillard win free kick right wing
7471,"Corner,  Dijon. Conceded by Fabrice Ehret.",2,corner dijon concede fabrice ehret
7472,Sanaa Altama (Dijon) wins a free kick in the attacking half.,8,sanaa altama dijon win free kick attack half
7473,Foul by Olivier Sorlin (Evian Thonon Gaillard).,3,foul olivier sorlin evian thonon gaillard
7474,Attempt blocked. Jerome Leroy (Evian Thonon Gaillard) right footed shot from the centre of the box is blocked. Assisted by Saber Khelifa.,1,attempt block jerome leroy evian thonon gaillard right foot shot centre box block assisted saber khelifa
7475,Foul by Benjamin Corgnet (Dijon).,3,foul benjamin corgnet dijon
7476,Olivier Sorlin (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,olivier sorlin evian thonon gaillard win free kick defensive half
7477,"Corner,  Evian Thonon Gaillard. Conceded by Samuel Souprayen.",2,corner evian thonon gaillard concede samuel souprayen
7478,Attempt blocked. Saber Khelifa (Evian Thonon Gaillard) right footed shot from the right side of the six yard box is blocked. Assisted by Jerome Leroy with a cross.,1,attempt block saber khelifa evian thonon gaillard right foot shot right side six yard box block assisted jerome leroy cross
7479,Samuel Souprayen (Dijon) wins a free kick in the defensive half.,8,samuel souprayen dijon win free kick defensive half
7480,Foul by Eric TiA© Bi (Evian Thonon Gaillard).,3,foul eric tia bi evian thonon gaillard
7481,"Offside, Dijon. Baptiste Reynet tries a through ball, but Gregory Thil is caught offside.",9,offside dijon baptiste reynet try ball gregory thil catch offside
7482,Foul by Abdoulaye Bamba (Dijon).,3,foul abdoulaye bamba dijon
7483,Saber Khelifa (Evian Thonon Gaillard) wins a free kick on the left wing.,8,saber khelifa evian thonon gaillard win free kick leave wing
7484,Gregory Thil (Dijon) wins a free kick in the attacking half.,8,gregory thil dijon win free kick attack half
7485,Foul by Aldo Angoula (Evian Thonon Gaillard).,3,foul aldo angoula evian thonon gaillard
7486,Foul by Eric Bautheac (Dijon).,3,foul eric bautheac dijon
7487,Brice Dja DjedjA© (Evian Thonon Gaillard) wins a free kick in the attacking half.,8,brice dja djedja evian thonon gaillard win free kick attack half
7488,Attempt missed. Olivier Sorlin (Evian Thonon Gaillard) right footed shot from outside the box misses to the left. Assisted by Jerome Leroy.,1,attempt miss olivier sorlin evian thonon gaillard right foot shot outside box miss leave assisted jerome leroy
7489,Benjamin Corgnet (Dijon) wins a free kick on the right wing.,8,benjamin corgnet dijon win free kick right wing
7490,Foul by Olivier Sorlin (Evian Thonon Gaillard).,3,foul olivier sorlin evian thonon gaillard
7491,"Corner,  Dijon. Conceded by Fabrice Ehret.",2,corner dijon concede fabrice ehret
7492,"Offside, Dijon. Abdoulaye Bamba tries a through ball, but Gregory Thil is caught offside.",9,offside dijon abdoulaye bamba try ball gregory thil catch offside
7493,Benjamin Corgnet (Dijon) wins a free kick in the attacking half.,8,benjamin corgnet dijon win free kick attack half
7494,Foul by Olivier Sorlin (Evian Thonon Gaillard).,3,foul olivier sorlin evian thonon gaillard
7495,Olivier Sorlin (Evian Thonon Gaillard) is shown the yellow card for a bad foul.,4,olivier sorlin evian thonon gaillard show yellow card bad foul
7496,"Offside, Dijon. Abdoulaye Bamba tries a through ball, but Gregory Thil is caught offside.",9,offside dijon abdoulaye bamba try ball gregory thil catch offside
7497,"Corner,  Evian Thonon Gaillard. Conceded by Steven Paulle.",2,corner evian thonon gaillard concede steven paulle
7498,Sanaa Altama (Dijon) wins a free kick in the defensive half.,8,sanaa altama dijon win free kick defensive half
7499,Foul by Jerome Leroy (Evian Thonon Gaillard).,3,foul jerome leroy evian thonon gaillard
7500,Attempt saved. Younousse Sankhare (Dijon) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Benjamin Corgnet.,1,attempt save younousse sankhare dijon leave foot shot centre box save centre goal assist benjamin corgnet
7501,Foul by Eric Bautheac (Dijon).,3,foul eric bautheac dijon
7502,Aldo Angoula (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,aldo angoula evian thonon gaillard win free kick defensive half
7503,Sanaa Altama (Dijon) is shown the yellow card.,4,sanaa altama dijon show yellow card
7504,Attempt saved. Saber Khelifa (Evian Thonon Gaillard) header from the centre of the box is saved in the top left corner. Assisted by Eric TiA© Bi with a cross.,1,attempt save saber khelifa evian thonon gaillard header centre box save top left corner assist eric tia bi cross
7505,Attempt missed. Gregory Thil (Dijon) header from the centre of the box is just a bit too high. Assisted by Eric Bautheac with a cross.,1,attempt miss gregory thil dijon header centre box bit high assist eric bautheac cross
7506,Attempt missed. Yannick Sagbo (Evian Thonon Gaillard) right footed shot from outside the box misses to the left. Assisted by Sidney Govou.,1,attempt miss yannick sagbo evian thonon gaillard right foot shot outside box miss leave assisted sidney govou
7507,Attempt blocked. Eric Bautheac (Dijon) left footed shot from outside the box is blocked.,1,attempt block eric bautheac dijon leave foot shot outside box block
7508,"Corner,  Dijon. Conceded by Aldo Angoula.",2,corner dijon concede aldo angoula
7509,"Substitution, Dijon. Mehdi Courgnaud replaces Thomas Guerbert.",7,substitution dijon mehdi courgnaud replace thomas guerbert
7510,"Substitution, Dijon. Brice Jovial replaces Gregory Thil.",7,substitution dijon brice jovial replaces gregory thil
7511,Foul by Mehdi Courgnaud (Dijon).,3,foul mehdi courgnaud dijon
7512,Brice Dja DjedjA© (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,brice dja djedja evian thonon gaillard win free kick defensive half
7513,"Substitution, Evian Thonon Gaillard. KA©vin Berigaud replaces Saber Khelifa.",7,substitution evian thonon gaillard kavin berigaud replaces saber khelifa
7514,Attempt missed. CA©dric Cambon (Evian Thonon Gaillard) right footed shot from more than 35 yards is too high. Assisted by Olivier Sorlin.,1,attempt miss cadric cambon evian thonon gaillard right foot shot yard high assist olivier sorlin
7515,Foul by Sanaa Altama (Dijon).,3,foul sanaa altama dijon
7516,Jerome Leroy (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,jerome leroy evian thonon gaillard win free kick defensive half
7517,Foul by Eric Bautheac (Dijon).,3,foul eric bautheac dijon
7518,Attempt saved. Brice Dja DjedjA© (Evian Thonon Gaillard) right footed shot from outside the box is saved in the top right corner.,1,attempt save brice dja djedja evian thonon gaillard right foot shot outside box save top right corner
7519,"Corner,  Evian Thonon Gaillard. Conceded by Baptiste Reynet.",2,corner evian thonon gaillard concede baptiste reynet
7520,Attempt blocked. Aldo Angoula (Evian Thonon Gaillard) header from the centre of the box is blocked. Assisted by Jerome Leroy with a cross.,1,attempt block aldo angoula evian thonon gaillard header centre box block assisted jerome leroy cross
7521,Benjamin Corgnet (Dijon) wins a free kick in the defensive half.,8,benjamin corgnet dijon win free kick defensive half
7522,Foul by Olivier Sorlin (Evian Thonon Gaillard).,3,foul olivier sorlin evian thonon gaillard
7523,"Substitution, Evian Thonon Gaillard. Ali M'Madi replaces Yannick Sagbo.",7,substitution evian thonon gaillard ali madi replaces yannick sagbo
7524,Foul by Mehdi Courgnaud (Dijon).,3,foul mehdi courgnaud dijon
7525,Fabrice Ehret (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,fabrice ehret evian thonon gaillard win free kick defensive half
7526,Eric Bautheac (Dijon) wins a free kick in the defensive half.,8,eric bautheac dijon win free kick defensive half
7527,Foul by Brice Dja DjedjA© (Evian Thonon Gaillard).,3,foul brice dja djedja evian thonon gaillard
7528,"Goal!  Evian Thonon Gaillard 0, Dijon 1. Brice Jovial (Dijon) right footed shot from the centre of the box to the bottom right corner. Assisted by Mehdi Courgnaud with a cross.",1,goal evian thonon gaillard dijon brice jovial dijon right foot shot centre box bottom right corner assist mehdi courgnaud cross
